station_origin,station_destination,flows,population,jobs,distance
Richmond,White Hart Lane,0,5157,641,27897.91586
White Hart Lane,Richmond,0,1032,5397,27897.91586
Finsbury Park,Northwood,3,24735,1018,27898.91823
Northwood,Finsbury Park,1,2027,6769,27898.91823
Canning Town,Greenford,3,21125,1157,27899.82666
Greenford,Canning Town,10,2711,15428,27899.82666
Hainault,Tufnell Park,0,3117,557,27901.81301
Tufnell Park,Hainault,0,2742,356,27901.81301
Kensal Green,Uxbridge,3,1849,4316,27901.93456
Uxbridge,Kensal Green,0,2764,472,27901.93456
Oval,Ruislip Manor,0,3619,408,27902.9311
Ruislip Manor,Oval,1,1399,2544,27902.9311
Canada Water,South Ruislip,1,27026,289,27903.05695
South Ruislip,Canada Water,1,1398,20443,27903.05695
Heathrow Terminal 4,Russell Square,4,811,5172,27903.28571
Russell Square,Heathrow Terminal 4,6,1509,693,27903.28571
Dagenham Heathway,Highgate,0,3372,856,27904.25251
Highgate,Dagenham Heathway,0,4589,1108,27904.25251
Gloucester Road,Uxbridge,7,4779,4316,27905.94123
Uxbridge,Gloucester Road,11,2764,5194,27905.94123
Archway,Loughton,0,5642,655,27909.05432
Loughton,Archway,2,2730,2193,27909.05432
Becontree,White City,2,2329,5966,27911.87918
White City,Becontree,0,2445,456,27911.87918
Dagenham East,Swiss Cottage,1,1924,2598,27915.33298
Swiss Cottage,Dagenham East,0,3531,649,27915.33298
Alperton,Canning Town,4,1624,15428,27915.44243
Canning Town,Alperton,4,21125,741,27915.44243
Chalk Farm,Debden,0,2391,865,27918.8458
Dagenham Heathway,Kilburn Park,0,3372,823,27922.72648
Kilburn Park,Dagenham Heathway,0,1886,1108,27922.72648
Bow Road,Hounslow East,0,4005,843,27923.84741
Hounslow East,Bow Road,0,2173,1193,27923.84741
Finchley Road,Heathrow Terminal 4,0,4738,693,27928.2462
Heathrow Terminal 4,Finchley Road,0,811,3417,27928.2462
Totteridge & Whetstone,Wembley Park,2,2301,5759,27930.48976
Wembley Park,Totteridge & Whetstone,0,7070,287,27930.48976
Hainault,Paddington,9,3117,20198,27932.00786
Paddington,Hainault,1,23381,356,27932.00786
Totteridge & Whetstone,Hanger Lane,2,2301,1493,27932.52891
High Street Kensington,Northwood,0,2159,1018,27932.70008
Northwood,High Street Kensington,5,2027,5427,27932.70008
East Putney,Upney,0,5448,485,27935.75587
Upney,East Putney,0,1741,1877,27935.75587
Southwark,Upminster,0,4882,1132,27935.92366
Upminster,Southwark,0,727,10326,27935.92366
Northfields,Upton Park,1,2952,1642,27936.61589
Upton Park,Northfields,2,5963,864,27936.61589
Finsbury Park,Hounslow West,6,24735,401,27937.92726
Hounslow West,Finsbury Park,6,2073,6769,27937.92726
Chalfont & Latimer,Ickenham,0,940,282,27938.54223
Ickenham,Chalfont & Latimer,1,737,554,27938.54223
Richmond,Uxbridge,3,5157,4316,27938.79533
Uxbridge,Richmond,9,2764,5397,27938.79533
Temple,Upminster,0,349,1132,27940.64272
Upminster,Temple,23,727,6780,27940.64272
East Acton,Upney,0,2356,485,27941.90679
Upney,East Acton,0,1741,1505,27941.90679
Bermondsey,Eastcote,0,5102,364,27943.9384
Hainault,Vauxhall,26,3117,16242,27944.52397
Vauxhall,Hainault,2,16218,356,27944.52397
Tottenham Court Road,Upminster Bridge,0,1773,568,27947.28497
Upminster Bridge,Tottenham Court Road,8,780,19126,27947.28497
Kew Gardens,Leytonstone,0,2241,1844,27947.34171
Leytonstone,Kew Gardens,1,6690,792,27947.34171
Northwood,South Kensington,12,2027,15325,27948.52897
South Kensington,Northwood,1,5030,1018,27948.52897
Barkingside,High Street Kensington,2,1301,5427,27955.84491
High Street Kensington,Barkingside,0,2159,262,27955.84491
High Barnet,Turnham Green,1,3271,1515,27957.86296
Turnham Green,High Barnet,0,3650,953,27957.86296
Putney Bridge,Woodford,0,2950,706,27959.83394
Woodford,Putney Bridge,5,4868,2494,27959.83394
Finsbury Park,Ruislip Gardens,1,24735,167,27960.1705
Ruislip Gardens,Finsbury Park,1,965,6769,27960.1705
Hillingdon,Hyde Park Corner,2,1337,2410,27961.61117
Hyde Park Corner,Hillingdon,0,259,318,27961.61117
Barkingside,Holland Park,0,1301,2063,27963.15057
Holland Park,Barkingside,0,1542,262,27963.15057
Aldgate,Epping,0,2886,498,27964.10124
Epping,Aldgate,5,2899,7782,27964.10124
Goodge Street,Heathrow Terminals 2 & 3,2,366,2406,27965.21052
Heathrow Terminals 2 & 3,Goodge Street,3,2199,6457,27965.21052
Dagenham Heathway,Kilburn,1,3372,1953,27967.18186
Kilburn,Dagenham Heathway,0,4630,1108,27967.18186
Dagenham Heathway,West Kensington,2,3372,1345,27969.66151
West Kensington,Dagenham Heathway,0,2715,1108,27969.66151
Hanger Lane,Leytonstone,1,1996,1844,27973.43685
Leytonstone,Hanger Lane,13,6690,1493,27973.43685
Heathrow Terminal 4,Wimbledon Park,0,811,596,27976.00434
Willesden Green,Buckhurst Hill,0,5675,228,27976.66917
East Putney,Heathrow Terminal 5,5,5448,975,27977.1632
Heathrow Terminal 5,East Putney,4,938,1877,27977.1632
Harrow-on-the-Hill,Tooting Bec,1,6326,1239,27978.0087
Tooting Bec,Harrow-on-the-Hill,2,6734,3019,27978.0087
Boston Manor,Morden,0,1181,1447,27981.83713
Morden,Boston Manor,0,8035,892,27981.83713
North Harrow,Stratford,13,1912,55954,27982.43494
Stratford,North Harrow,0,59311,190,27982.43494
Hammersmith,Moor Park,1,11818,550,27985.205
Moor Park,Hammersmith,3,648,18250,27985.205
Euston Square,Uxbridge,36,4926,4316,27988.7395
Uxbridge,Euston Square,77,2764,8093,27988.7395
Ravenscourt Park,Woodford,0,1554,706,27991.61526
Woodford,Ravenscourt Park,1,4868,1895,27991.61526
East Putney,Ickenham,0,5448,282,27992.50503
Becontree,Hammersmith,7,2329,18250,27996.02559
Hammersmith,Becontree,0,11818,456,27996.02559
Camden Town,Ickenham,0,3330,282,27996.35434
Ickenham,Camden Town,0,737,6348,27996.35434
Edgware Road,Heathrow Terminal 5,1,2841,975,27998.872
Heathrow Terminal 5,Edgware Road,2,938,6868,27998.872
South Wimbledon,South Woodford,0,3783,766,27999.36168
South Woodford,South Wimbledon,0,4138,1361,27999.36168
Canary Wharf,Canons Park,4,14632,526,27999.62213
Canons Park,Canary Wharf,163,2315,58772,27999.62213
Elm Park,Pimlico,1,2738,5585,28000.05443
Pimlico,Elm Park,0,3917,269,28000.05443
Clapham Junction,Enfield Town,0,6931,749,28002.60588
Enfield Town,Clapham Junction,0,1803,4969,28002.60588
Greenford,Stratford,40,2711,55954,28004.5707
Stratford,Greenford,20,59311,1157,28004.5707
Canada Water,Pinner,3,27026,292,28005.50395
Pinner,Canada Water,6,2875,20443,28005.50395
Blackhorse Road,Morden,4,8485,1447,28006.21168
Morden,Blackhorse Road,7,8035,2955,28006.21168
Hounslow Central,Uxbridge,2,2213,4316,28006.22092
Uxbridge,Hounslow Central,0,2764,708,28006.22092
King's Cross St. Pancras,Theydon Bois,0,28307,98,28010.21133
Theydon Bois,King's Cross St. Pancras,6,677,33330,28010.21133
Canonbury,Carpenders Park,0,2410,340,28010.8725
Gloucester Road,Loughton,0,4779,655,28011.84473
Loughton,Gloucester Road,4,2730,5194,28011.84473
Moorgate,Northwood,1,4416,1018,28012.1687
Northwood,Moorgate,80,2027,24574,28012.1687
Harrow & Wealdstone,Balham,0,1741,3814,28013.0879
Alperton,Wood Green,0,1624,2146,28014.80013
Wood Green,Alperton,3,6667,741,28014.80013
Archway,Fairlop,0,5642,182,28016.66555
Fairlop,Archway,0,995,2193,28016.66555
Heathrow Terminals 2 & 3,Lambeth North,5,2199,1319,28018.90748
Lambeth North,Heathrow Terminals 2 & 3,9,1114,2406,28018.90748
Grange Hill,South Kensington,2,654,15325,28019.42973
South Kensington,Grange Hill,0,5030,76,28019.42973
Grange Hill,St. John's Wood,2,654,3982,28020.08999
St. John's Wood,Grange Hill,0,3240,76,28020.08999
Alperton,Stratford,2,1624,55954,28020.18647
Stratford,Alperton,3,59311,741,28020.18647
Bethnal Green,Hounslow West,1,6798,401,28021.74295
Hounslow West,Bethnal Green,2,2073,4660,28021.74295
Bethnal Green,South Harrow,0,6798,387,28023.38437
South Harrow,Bethnal Green,1,1516,4660,28023.38437
Brixton,Hainault,0,23381,356,28024.4058
Hainault,Brixton,6,3117,5084,28024.4058
Euston Square,Heathrow Terminals 2 & 3,0,4926,2406,28025.21355
Heathrow Terminals 2 & 3,Euston Square,0,2199,8093,28025.21355
Charing Cross,Moor Park,0,6491,550,28027.24191
Moor Park,Charing Cross,4,648,7016,28027.24191
Arnos Grove,South Ealing,3,3046,670,28029.3318
South Ealing,Arnos Grove,0,2176,748,28029.3318
Bounds Green,Morden,1,4445,1447,28032.39096
Morden,Bounds Green,1,8035,778,28032.39096
Clapham Common,Hainault,0,4909,356,28032.72763
Hainault,Clapham Common,4,3117,2020,28032.72763
Upminster Bridge,Westminster,11,780,15466,28033.37804
Westminster,Upminster Bridge,0,1519,568,28033.37804
Bethnal Green,Eastcote,0,6798,364,28037.18204
Eastcote,Bethnal Green,1,2525,4660,28037.18204
Green Park,Heathrow Terminal 5,4,2066,975,28037.75876
Heathrow Terminal 5,Green Park,26,938,26754,28037.75876
Dagenham Heathway,Shepherd's Bush,6,3372,9890,28039.57886
Shepherd's Bush,Dagenham Heathway,1,10511,1108,28039.57886
Balham,High Barnet,1,9619,953,28040.63732
High Barnet,Balham,1,3271,3814,28040.63732
Ickenham,St. James's Park,5,737,13339,28041.8142
St. James's Park,Ickenham,0,1809,282,28041.8142
Hounslow Central,Mile End,7,2213,3759,28044.59963
Mile End,Hounslow Central,0,7145,708,28044.59963
Angel,Upminster,0,4199,1132,28046.00967
Upminster,Angel,4,727,8103,28046.00967
Embankment,Hillingdon,0,4081,318,28047.12472
Hillingdon,Embankment,2,1337,10220,28047.12472
Epping,Highbury & Islington,0,2899,25385,28053.842
Highbury & Islington,Epping,0,23714,498,28053.842
Edgware,Upton Park,1,3405,1642,28054.11968
Upton Park,Edgware,0,5963,772,28054.11968
Hillingdon,Putney Bridge,1,1337,2494,28058.37663
Putney Bridge,Hillingdon,0,2950,318,28058.37663
Boston Manor,Bounds Green,1,1181,778,28058.88675
Bounds Green,Boston Manor,4,4445,892,28058.88675
Highbury & Islington,Moor Park,1,23714,550,28059.87338
Moor Park,Highbury & Islington,3,648,25385,28059.87338
Mile End,Stanmore,0,7145,983,28061.93392
Stanmore,Mile End,3,2641,3759,28061.93392
Greenford,West Ham,1,2711,5487,28062.28942
West Ham,Greenford,0,8879,1157,28062.28942
Dagenham Heathway,Ladbroke Grove,1,3372,2131,28063.34714
Ladbroke Grove,Dagenham Heathway,0,2371,1108,28063.34714
Angel,Hillingdon,0,4199,318,28064.14178
Hillingdon,Angel,4,1337,8103,28064.14178
Heathrow Terminals 2 & 3,Temple,1,2199,6780,28066.83964
Temple,Heathrow Terminals 2 & 3,1,349,2406,28066.83964
Brixton,Pinner,2,23381,292,28066.95275
Pinner,Brixton,4,2875,5084,28066.95275
Kensal Rise,Norwood Junction,0,1941,406,28069.11052
Norwood Junction,Kensal Rise,0,677,1376,28069.11052
High Barnet,North Acton,3,3271,3168,28070.86606
North Acton,High Barnet,0,3078,953,28070.86606
Colindale,Snaresbrook,0,5389,512,28072.90908
Snaresbrook,Colindale,1,1780,2081,28072.90908
Holborn,Theydon Bois,0,1662,98,28074.54846
Theydon Bois,Holborn,17,677,22346,28074.54846
Moor Park,Russell Square,0,648,5172,28074.77177
Russell Square,Moor Park,0,1509,550,28074.77177
Clapham Common,Pinner,0,4909,292,28075.27458
Pinner,Clapham Common,0,2875,2020,28075.27458
Burnt Oak,Colliers Wood,0,3021,865,28075.54058
Colliers Wood,Burnt Oak,1,5553,649,28075.54058
Alperton,West Ham,0,1624,5487,28077.90519
West Ham,Alperton,0,8879,741,28077.90519
Barbican,Ickenham,0,1239,282,28078.29424
Ickenham,Barbican,18,737,9134,28078.29424
Debden,Knightsbridge,7,1636,6821,28080.27631
Knightsbridge,Debden,0,1125,865,28080.27631
Colindale,Wanstead,0,5389,419,28082.20902
Wanstead,Colindale,1,1985,2081,28082.20902
Hampstead,Loughton,0,1914,655,28082.83275
Loughton,Hampstead,0,2730,2010,28082.83275
Clapham Junction,Woodgrange Park,0,6931,242,28084.96117
Woodgrange Park,Clapham Junction,0,530,4969,28084.96117
Fulham Broadway,Northwood Hills,0,3289,488,28089.01822
Northwood Hills,Fulham Broadway,1,1454,4200,28089.01822
Harrow-on-the-Hill,Heathrow Terminal 4,0,6326,693,28092.12538
Heathrow Terminal 4,Harrow-on-the-Hill,0,811,3019,28092.12538
Richmond,Wood Street,0,5157,404,28094.59097
Wood Street,Richmond,0,1367,5397,28094.59097
Finchley Central,Greenford,2,6268,1157,28098.48225
Greenford,Finchley Central,3,2711,1921,28098.48225
Buckhurst Hill,Shepherd's Bush,7,1616,9890,28100.47419
Shepherd's Bush,Buckhurst Hill,1,10511,228,28100.47419
Heathrow Terminals 2 & 3,Southwark,14,2199,10326,28101.64536
Southwark,Heathrow Terminals 2 & 3,18,4882,2406,28101.64536
Theydon Bois,Waterloo,15,677,23466,28107.34315
Waterloo,Theydon Bois,0,67372,98,28107.34315
Queensbury,Wimbledon Park,0,2905,596,28110.92435
Wimbledon Park,Queensbury,0,1664,439,28110.92435
Baker Street,Rickmansworth,3,7444,937,28115.23218
Rickmansworth,Baker Street,38,1258,14973,28115.23218
Fairlop,Gloucester Road,2,995,5194,28119.45596
Gloucester Road,Fairlop,0,4779,182,28119.45596
Highgate,South Ruislip,2,4589,289,28121.36183
Rickmansworth,Willesden Junction,1,1258,4165,28122.95801
Willesden Junction,Rickmansworth,0,5266,937,28122.95801
Arnos Grove,Wimbledon,7,3046,6295,28125.67082
Wimbledon,Arnos Grove,0,7073,748,28125.67082
Edmonton Green,Kew Gardens,0,2079,792,28128.12863
Kew Gardens,Edmonton Green,0,2241,783,28128.12863
Elm Park,Kentish Town,0,2738,3404,28130.92674
Kentish Town,Elm Park,0,2414,269,28130.92674
Chorleywood,Finchley Road,8,900,3417,28131.94817
Finchley Road,Chorleywood,7,4738,702,28131.94817
Harrow-on-the-Hill,Leyton,1,6326,1447,28134.14915
Leyton,Harrow-on-the-Hill,5,7651,3019,28134.14915
Ruislip Gardens,Whitechapel,3,965,17633,28135.24775
Whitechapel,Ruislip Gardens,0,12281,167,28135.24775
North Greenwich,Queensbury,2,10931,439,28136.09808
Queensbury,North Greenwich,11,2905,6276,28136.09808
Edgware Road,Elm Park,0,2841,269,28137.09132
Elm Park,Edgware Road,2,2738,6868,28137.09132
Debden,Sloane Square,5,1636,8229,28139.40597
Sloane Square,Debden,2,4957,865,28139.40597
Chorleywood,Stanmore,0,900,983,28141.31786
Stanmore,Chorleywood,11,2641,702,28141.31786
Warwick Avenue,Heathrow Terminal 5,0,2388,975,28142.86666
Hornchurch,Victoria,3,1708,33251,28144.50349
Victoria,Hornchurch,1,37517,451,28144.50349
Leicester Square,Upminster Bridge,0,985,568,28148.69519
Upminster Bridge,Leicester Square,1,780,8847,28148.69519
Bond Street,Hornchurch,0,2038,451,28148.99836
Hornchurch,Bond Street,16,1708,20967,28148.99836
Stockwell,West Ruislip,2,10667,194,28149.47382
West Ruislip,Stockwell,1,1083,1623,28149.47382
Osterley,Seven Sisters,1,1421,10191,28151.55291
Seven Sisters,Osterley,4,18780,521,28151.55291
Aldgate,Ruislip,1,2886,257,28156.09916
Ruislip,Aldgate,21,1305,7782,28156.09916
Northolt,Seven Sisters,5,3585,10191,28156.18264
Seven Sisters,Northolt,8,18780,663,28156.18264
Blackhorse Road,Boston Manor,3,8485,892,28158.48351
Boston Manor,Blackhorse Road,0,1181,2955,28158.48351
Colindale,Northfields,0,5389,864,28159.22435
Northfields,Colindale,1,2952,2081,28159.22435
Brixton,Hatton Cross,5,23381,1219,28162.85217
Hatton Cross,Brixton,2,1357,5084,28162.85217
Holborn,Moor Park,0,1662,550,28162.96736
Moor Park,Holborn,4,648,22346,28162.96736
Earl's Court,Northwood,1,8414,1018,28165.53603
Northwood,Earl's Court,2,2027,6613,28165.53603
Croxley,Marylebone,1,1035,4250,28166.46169
Hendon Central,Upney,0,4059,485,28166.89081
Upney,Hendon Central,1,1741,1878,28166.89081
Clapham Common,Hatton Cross,1,4909,1219,28171.174
Hatton Cross,Clapham Common,0,1357,2020,28171.174
Elephant & Castle,Upminster,0,9325,1132,28173.30859
Upminster,Elephant & Castle,3,727,6427,28173.30859
Harrow-on-the-Hill,Wimbledon Park,1,6326,596,28178.88963
Heathrow Terminal 4,St. John's Wood,1,811,3982,28180.94573
St. John's Wood,Heathrow Terminal 4,0,3240,693,28180.94573
Osterley,Turnpike Lane,1,1421,992,28183.4375
Turnpike Lane,Osterley,3,6690,521,28183.4375
Canary Wharf,Hounslow Central,4,14632,708,28183.89588
Hounslow Central,Canary Wharf,39,2213,58772,28183.89588
Northolt,Turnpike Lane,1,3585,992,28188.06724
Turnpike Lane,Northolt,1,6690,663,28188.06724
Heathrow Terminal 4,Kilburn,0,811,1953,28188.13328
Kilburn,Heathrow Terminal 4,0,4630,693,28188.13328
Redbridge,Wembley Park,6,2062,5759,28189.82799
Wembley Park,Redbridge,0,7070,198,28189.82799
Bank and Monument,Epping,8,29494,498,28189.87239
Epping,Bank and Monument,198,2899,78549,28189.87239
Fairlop,Hampstead,1,995,2010,28190.44398
Hampstead,Fairlop,0,1914,182,28190.44398
East Ham,Preston Road,0,7902,411,28191.21004
Preston Road,East Ham,1,2358,2062,28191.21004
Caledonian Road,Hornchurch,0,2839,451,28195.02019
Hornchurch,Caledonian Road,1,1708,1803,28195.02019
Covent Garden,Moor Park,0,424,550,28195.65618
Moor Park,Covent Garden,1,648,4355,28195.65618
Becontree,Tooting Broadway,4,2329,4506,28196.94202
Tooting Broadway,Becontree,1,9546,456,28196.94202
Barking,Southfields,2,8200,1351,28199.34848
Southfields,Barking,2,5219,7004,28199.34848
Debden,Kentish Town,2,1636,3404,28203.03429
Kentish Town,Debden,0,2414,865,28203.03429
Burnt Oak,Ealing Broadway,4,3021,4846,28203.61972
Ealing Broadway,Burnt Oak,0,12853,649,28203.61972
Alperton,Tottenham Hale,1,1624,3239,28205.62908
Tottenham Hale,Alperton,1,8867,741,28205.62908
Debden,Edgware Road,3,1636,6868,28209.19888
Edgware Road,Debden,0,2841,865,28209.19888
Morden,Snaresbrook,1,8035,512,28216.78726
Snaresbrook,Morden,0,1780,1447,28216.78726
Edgware,High Barnet,1,3405,953,28220.25091
High Barnet,Edgware,1,3271,772,28220.25091
Upney,Turnham Green,1,1741,1515,28223.0254
Becontree,East Finchley,0,2329,1253,28225.07239
East Finchley,Becontree,0,5840,456,28225.07239
Morden,Wanstead,1,8035,419,28226.08719
Wanstead,Morden,1,1985,1447,28226.08719
Loughton,Swiss Cottage,1,2730,2598,28231.11181
Swiss Cottage,Loughton,0,3531,655,28231.11181
East Putney,Stanmore,0,5448,983,28233.3633
Stanmore,East Putney,1,2641,1877,28233.3633
Barons Court,Newbury Park,0,4052,559,28235.09098
Newbury Park,Barons Court,3,4212,2956,28235.09098
Kentish Town West,Watford Junction,0,712,1367,28236.60574
Watford Junction,Kentish Town West,0,491,1128,28236.60574
Fulham Broadway,Newbury Park,0,3289,559,28240.44398
Newbury Park,Fulham Broadway,3,4212,4200,28240.44398
Chalk Farm,Hatton Cross,1,2391,1219,28243.58742
Hatton Cross,Chalk Farm,1,1357,1329,28243.58742
Hainault,South Kensington,15,3117,15325,28246.80605
South Kensington,Hainault,2,5030,356,28246.80605
Wimbledon,Woodside Park,0,7073,745,28247.31136
Woodside Park,Wimbledon,0,3093,6295,28247.31136
Hainault,St. John's Wood,5,3117,3982,28247.46631
St. John's Wood,Hainault,0,3240,356,28247.46631
Euston,Upminster Bridge,0,17796,568,28250.61897
Upminster Bridge,Euston,1,780,16800,28250.61897
Colliers Wood,Gants Hill,2,5553,601,28252.50206
Gants Hill,Colliers Wood,2,5243,865,28252.50206
Newbury Park,Tooting Bec,4,4212,1239,28254.87806
Tooting Bec,Newbury Park,0,6734,559,28254.87806
High Barnet,North Greenwich,7,3271,6276,28256.08267
North Greenwich,High Barnet,1,10931,953,28256.08267
Kingsbury,Leytonstone,1,2727,1844,28258.76344
Leytonstone,Kingsbury,0,6690,1018,28258.76344
Bush Hill Park,Gunnersbury,0,1390,4775,28259.85315
Gunnersbury,Bush Hill Park,0,2274,176,28259.85315
Balham,South Harrow,0,9619,387,28263.80699
South Harrow,Balham,1,1516,3814,28263.80699
Ickenham,Lambeth North,1,737,1319,28265.80492
Lambeth North,Ickenham,0,1114,282,28265.80492
Bromley-by-Bow,Canons Park,1,2555,526,28275.96652
Canons Park,Bromley-by-Bow,1,2315,1613,28275.96652
Golders Green,Newbury Park,0,4792,559,28276.88563
Newbury Park,Golders Green,2,4212,1871,28276.88563
Kensington,Newbury Park,0,432,559,28276.98409
Chiswick Park,Rickmansworth,0,1283,937,28280.67032
Rickmansworth,Chiswick Park,0,1258,1517,28280.67032
Ruislip,Tower Hill,0,1305,8286,28282.31737
Tower Hill,Ruislip,0,8501,257,28282.31737
Blackfriars,Heathrow Terminal 4,4,6781,693,28282.46218
Heathrow Terminal 4,Blackfriars,1,811,10849,28282.46218
Tooting Broadway,Kenton,0,9546,768,28282.54277
Bond Street,Uxbridge,3,2038,4316,28286.23807
Uxbridge,Bond Street,30,2764,20967,28286.23807
Euston,Heathrow Terminals 2 & 3,12,17796,2406,28288.96241
